moderator,market,productivity,utilisation,handling_time,accuracy,ad_capacity,final_score
3915079,"[""GB"", ""IE""]",71.66,0.285708333,8215,0.745,20.473859142779997,0.5813581801854922
1760348202966018,"[""KZ""]",208.065,0.778645833,79729,0.746,162.008945243145,0.7165811744681263
6705570,"[""TR"", ""GB"", ""IE""]",333.0375,0.689078125,110262,0.747,229.48885605468752,0.7325984334067308
1699450316471298,"[""GB""]",314.1666667,0.784131944,66000,0.747,246.34811909947106,0.7624986361081796
1772483946030082,"[""ES""]",476.6769231,0.765286325,105044,0.75,364.7943306915066,0.8258746473871567
3318739,"[""SA"", ""BH"", ""OM"", ""QA"", ""AE"", ""DZ"", ""JO"", ""IQ"", ""KW"", ""TN"", ""MA"", ""EG"", ""LB""]",257.4825,0.726166667,89928,0.75,186.97520883582752,0.7187116134658843
3180051,"[""US"", ""CA""]",340.7925,0.8046875,88299,0.75,274.23146484375,0.7835479442407561
9273719,"[""TH""]",109.3125,0.494953125,27538,0.75,54.1045634765625,0.6078223478469688
3017560,"[""BY""]",147.73,0.806921875,109594,0.75,119.20656859374999,0.7090962137235621
3713193,"[""VN""]",16.40666667,0.922270833,7667,0.75,15.131390136494236,0.7125475416697253
9921960,"[""GB"", ""IE""]",287.6966667,0.8758125,86658,0.751,251.96833690419373,0.7938014936516652
1736353481347074,"[""MX"", ""UY"", ""CO"", ""AR"", ""CL"", ""EC"", ""PE"", ""BR""]",130.6105263,0.650623782,40716,0.752,84.97831459031647,0.6488686454960463
2215001,"[""SA"", ""OM"", ""BH"", ""QA"", ""DZ"", ""AE"", ""JO"", ""IQ"", ""KW"", ""TN"", ""MA"", ""LB"", ""EG""]",235.71,0.628489583,75568,0.752,148.14127960893,0.6788324732982749
9031531,"[""PT"", ""GB"", ""IE""]",139.0066667,0.636888889,97064,0.753,88.5318015181563,0.6471528679296632
6821228,"[""PL""]",244.545,0.478385417,524024,0.756,116.98676180026499,0.6552396690050922
9536595,"[""GB"", ""IE""]",320.72,0.743958333,183804,0.757,238.60231655976003,0.7530392253955368
1696563280934914,"[""DE""]",0.0,0.0,0,0.757,0.0,0.5770479139024717
1707736038152193,"[""MX"", ""UY"", ""CL"", ""CO"", ""AR"", ""EC"", ""PE"", ""BR""]",307.4075567,0.683345928,85411,0.757,210.06570210737414,0.7274973069848787
6092503,"[""ZA"", ""AT"", ""CH"", ""DE""]",13.46,0.0063125,180,0.757,0.08496625000000001,0.5770955339490057
1726045679043586,"[""US"", ""CA""]",108.72,0.5701,63648,0.758,61.981272000000004,0.622809959023159
6953937,"[""JP""]",294.0825,0.43675,1118474,0.758,128.440531875,0.6645552822611969
1702615828243457,"[""TW""]",556.4925,0.967770833,74180,0.758,538.5572102832524,0.9700845990619935
8710617,"[""MX"", ""UY"", ""CL"", ""AR"", ""CO"", ""EC"", ""PE"", ""BR""]",660.7275,0.377208333,134492,0.758,249.2319188422575,0.7469136076337808
1713507411937282,"[""GB""]",394.5292308,0.803230769,113322,0.759,316.8980174484625,0.8121104136473771
1770594586507313,"[""FI""]",0.0,0.0,0,0.759,0.0,0.5785724790646976
5290153,"[""IE"", ""FR""]",189.31,0.55121875,67448,0.759,104.3512215625,0.6489238418010616
1695200048739329,"[""IT""]",164.1133333,0.709354167,58799,0.76,116.41447683661485,0.6828796049265838
9162935,"[""MY"", ""SG""]",460.41,0.601138889,51879,0.76,276.77035588449,0.7672063548474071
7697006,"[""TH""]",315.595,0.405973958,302454,0.76,128.12335127501,0.665878069752001
1714437573521410,"[""MX"", ""UY"", ""CO"", ""AR"", ""CL"", ""EC"", ""PE"", ""BR""]",165.4375,0.778317708,92996,0.76,128.76293581725,0.7081826666830213
1743733252059138,"[""FI""]",117.034,0.373091667,78294,0.76,43.664410155678006,0.6083099329192009
7271170,"[""SA"", ""OM"", ""BH"", ""QA"", ""AE"", ""DZ"", ""JO"", ""IQ"", ""KW"", ""TN"", ""MA"", ""LB"", ""EG""]",456.0175,0.622098958,79765,0.76,283.68801157976503,0.7719211609828882
9676392,"[""SA"", ""OM"", ""BH"", ""QA"", ""AE"", ""DZ"", ""JO"", ""IQ"", ""KW"", ""TN"", ""MA"", ""EG"", ""LB""]",453.355,0.64784375,81661,0.761,293.70320328125,0.7795090727084472
1718408190642178,"[""DE""]",153.718,0.792304167,113129,0.761,121.79141194290598,0.7098622166735422
2735217,"[""VN""]",0.0,0.0,0,0.763,0.0,0.5816216093891492
3932913,"[""GB"", ""DE"", ""IE""]",68.08,0.1408125,6071,0.763,9.586515,0.5877793758230517
1889921,"[""RO""]",303.105,0.427651042,66415,0.764,129.62316908541,0.6699507064133124
1762882575704066,"[""GB""]",166.3,0.769989583,43695,0.764,128.0492676529,0.7092010366291684
1764043372560386,"[""KH""]",423.064,0.8378125,126028,0.764,354.4483075,0.8429316960572166
1715432514674690,"[""MX"", ""UY"", ""CL"", ""AR"", ""CO"", ""EC"", ""PE"", ""BR""]",124.105,0.651578125,78865,0.765,80.864103203125,0.6538405364185536
6728796,"[""TR"", ""GB"", ""IE""]",441.625,0.617239583,75246,0.766,272.58843084237503,0.7689231291486724
5916755,"[""NO""]",272.1725,0.255161458,37998,0.766,69.44793192750501,0.6304510163647861
5388029,"[""KR""]",817.785,0.809895833,46528,0.766,662.320663789905,0.9999999999999999
9612813,"[""PL"", ""GB"", ""IE""]",410.85,0.691166667,28740,0.766,283.96582513695,0.7715338940631197
1693637244412929,"[""VN""]",226.198,0.704458333,124987,0.768,159.34706600793402,0.7061089907044883
1748621311175681,"[""MX"", ""UY"", ""CL"", ""AR"", ""CO"", ""EC"", ""PE"", ""BR""]",346.0025,0.812932292,93917,0.768,281.27660536273,0.7980859637444736
6898313,"[""SA"", ""BH"", ""OM"", ""QA"", ""DZ"", ""AE"", ""JO"", ""IQ"", ""KW"", ""TN"", ""MA"", ""LB"", ""EG""]",0.0,0.0,0,0.769,0.0,0.5674949949289437
1760219117725729,"[""US"", ""CA""]",324.1675,0.794151042,85387,0.77,257.437957907535,0.7823575145890403
2980780,"[""TH""]",467.0725,0.7949375,93400,0.771,371.29344546874995,0.8433149182341322
6331886,"[""PH""]",279.0075,0.3201875,61416,0.771,89.33471390625,0.6261753100619191
1752804614390833,"[""MX"", ""UY"", ""CO"", ""AR"", ""CL"", ""EC"", ""PE"", ""BR""]",475.325,0.765036458,88192,0.772,363.64095439885,0.8327881268578402
9630899,"[""GB"", ""RO"", ""IE""]",688.975,0.752348958,114326,0.773,518.34962333805,0.9115776781735853
1707982,"[""SA"", ""BH"", ""OM"", ""QA"", ""AE"", ""DZ"", ""JO"", ""IQ"", ""KW"", ""TN"", ""MA"", ""LB"", ""EG""]",0.0,0.0,0,0.773,0.0,0.5704468544604336
5585206,"[""GB"", ""IE""]",0.0,0.0,0,0.774,0.0,0.5711848193433061
5086808,"[""GB"", ""IL"", ""IE""]",182.2166667,0.686888889,45779,0.774,125.16260374684629,0.6900344214896842
6525737,"[""TH""]",639.9375,0.871911458,125920,0.775,557.968838653875,0.962316712633905
2861367,"[""GB"", ""RO"", ""IE""]",441.7075,0.842104167,97031,0.775,371.9637263451525,0.857325874672604
1704448804528129,"[""DE""]",182.2366667,0.835006944,69709,0.776,152.16888214591356,0.7483866428831817
1758321725872145,"[""KH""]",28.1525,0.11396875,11488,0.776,3.208505234375,0.5740580237949461
3823019,"[""MY"", ""SG""]",229.485,0.106489583,15759,0.776,24.437761954755,0.5878251752446153
9052960,"[""SA"", ""OM"", ""BH"", ""QA"", ""DZ"", ""AE"", ""JO"", ""IQ"", ""KW"", ""TN"", ""MA"", ""LB"", ""EG""]",0.0,0.0,0,0.777,0.0,0.5733987139919235
1695191272186881,"[""SA"", ""ZA"", ""OM"", ""QA"", ""JO"", ""IQ"", ""PK"", ""KW"", ""LB"", ""EG""]",446.0733333,0.858287037,111077,0.777,382.8589595227704,0.8677445243543185
1763683705376834,"[""DE""]",167.1275,0.784692708,82142,0.777,131.14373055627001,0.7203392670043658
2708956,"[""GB"", ""IE""]",264.12,0.249614583,70336,0.778,65.92820366196,0.6159011570020677
2930379,"[""TH""]",318.3275,0.347817708,60404,0.778,110.71994144336999,0.645417306299415
1714960827917314,"[""MX"", ""UY"", ""CL"", ""CO"", ""AR"", ""EC"", ""PE"", ""BR""]",238.7375,0.771625,73210,0.778,184.2158234375,0.7431860950425291
1739401454974978,"[""VN""]",374.36,0.88125,97935,0.778,329.90475,0.8462130195297264
1637679,"[""IT""]",0.0,0.0,0,0.778,0.0,0.5741366788747961
5093589,"[""VN""]",297.2425,0.535916667,58241,0.778,159.2972098907475,0.6774281053757524
1195713,"[""MY"", ""SG""]",335.2475,0.418296875,70140,0.778,140.2329816015625,0.6648640249760384
6082237,"[""NO"", ""DK"", ""GB"", ""SE"", ""IE""]",327.225,0.693088542,109146,0.778,226.79589815595003,0.7456157435247517
6518615,"[""ZA"", ""JO"", ""TR"", ""PK"", ""EG""]",491.5225,0.367479167,77415,0.779,180.6242788617575,0.692213165607576
1752791904933906,"[""DE""]",166.7018182,0.721621212,74513,0.779,120.29556809208765,0.6977138218442829
1718383547650050,"[""KZ""]",280.678,0.8296625,115121,0.78,232.868011175,0.7828490016987825
6055763,"[""CZ""]",152.4275,0.562609375,108570,0.78,85.7571405078125,0.640400501452317
1711502592171010,"[""GB""]",359.04,0.787182796,88714,0.78,282.63011107584,0.7998642528538149
1770209088552993,"[""FI""]",430.96,0.264828125,82788,0.78,114.13032875,0.6491368697779498
6507895,"[""ES"", ""GB"", ""IE""]",310.7325,0.756515625,151187,0.781,235.07399144531252,0.7657378543308268
1759969798094866,"[""KH""]",400.3325,1.14696875,100732,0.781,459.168867109375,0.998374302378622
6181372,"[""ES"", ""GB"", ""IE""]",192.605,0.33040625,46161,0.784,63.63789578125,0.6188085984308581
1700712799127554,"[""BY""]",382.8225,0.796572917,95039,0.784,304.94603551823246,0.8161434606854022
6537093,"[""SA"", ""BH"", ""OM"", ""QA"", ""AE"", ""DZ"", ""JO"", ""IQ"", ""KW"", ""TN"", ""MA"", ""LB"", ""EG""]",0.0,0.0,0,0.785,0.0,0.5793024330549035
1764066885924882,"[""KH""]",408.798,0.9993125,124275,0.785,408.516951375,0.9220083572068726
1527988,"[""GB"", ""LV"", ""IE""]",776.2425,0.7875,73106,0.786,611.2909687499999,0.9810970086506419
1762949452155938,"[""BR""]",0.0,0.0,0,0.786,0.0,0.580040397937776
9957396,"[""MX"", ""UY"", ""CL"", ""EC"", ""PE"", ""BR""]",467.4675,0.823197917,93914,0.788,384.8182722651975,0.8673880401973002
1123367,"[""SA"", ""BH"", ""OM"", ""QA"", ""DZ"", ""AE"", ""JO"", ""IQ"", ""KW"", ""TN"", ""MA"", ""LB"", ""EG""]",0.0,0.0,0,0.788,0.0,0.581516327703521
1672502123346950,"[""US"", ""CA""]",133.2266667,0.537611111,79835,0.789,71.6241362994137,0.6331360875699139
7078113,"[""HU""]",245.4925,0.726234375,63138,0.789,178.2850923046875,0.7359160881115735
1736806501390337,"[""GB""]",212.7666667,0.753423611,61815,0.789,160.30343032554745,0.7329883467363747
1767219614304257,"[""GB""]",249.2125,0.806072917,92305,0.789,200.8834468278625,0.7662545789572879
1715218806419458,"[""KZ""]",372.1257143,0.813738095,79859,0.79,302.8128698549963,0.8232187559601529
1714345843065857,"[""SA"", ""OM"", ""BH"", ""QA"", ""JO"", ""IQ"", ""KW"", ""EG"", ""LB""]",297.0222222,0.560856481,81177,0.79,166.58683832189206,0.6910605571844819
1718383512094722,"[""KZ""]",281.7043478,0.497362319,50834,0.79,140.10912769419053,0.6736143031493144
5026590,"[""SA"", ""OM"", ""BH"", ""QA"", ""AE"", ""DZ"", ""JO"", ""IQ"", ""KW"", ""TN"", ""MA"", ""LB"", ""EG""]",197.2366667,0.543881944,49193,0.79,107.27346171287607,0.655181017889795
3872185,"[""VN""]",388.2525,0.84190625,112213,0.79,326.872206328125,0.8417339185923479
1863322,"[""SA"", ""OM"", ""BH"", ""QA"", ""DZ"", ""AE"", ""JO"", ""IQ"", ""KW"", ""TN"", ""MA"", ""EG"", ""LB""]",293.095,0.719026042,99555,0.791,210.74293777999,0.7513882537020523
1725363675133953,"[""KZ""]",333.224,0.722116667,104064,0.791,240.62660424440799,0.7678504642480107
5769891,"[""LT"", ""GB"", ""IE""]",390.5375,0.784651042,79018,0.791,306.43565631507505,0.8187298321266324
1759961674413106,"[""US""]",261.9775,0.808213542,89468,0.792,211.733763199305,0.7744039170613749
5971130,"[""PL"", ""GB"", ""IE""]",120.8066667,0.6435625,25774,0.792,77.74664043811875,0.6661692027348423
2318859,"[""GB"", ""IE"", ""HU""]",534.46,0.940986111,77788,0.792,502.91943688506,0.9614600402662906
9727581,"[""GB"", ""IE"", ""HU""]",368.62,0.93096875,54974,0.793,343.173700625,0.8761263275773311
1695517073046529,"[""GB""]",228.15,0.753020833,21529,0.793,171.80170304895,0.7437299585640711
2558275,"[""ID""]",175.6275,0.101791667,26685,0.794,17.8774159960425,0.5960724531459778
1764223632918561,"[""KH""]",268.4575,0.711145833,101896,0.794,190.91243246259748,0.7406572884528837
2620985,"[""PT"", ""GB"", ""IE""]",377.04,0.806578125,156043,0.794,304.11221625,0.822036756460214
6233278,"[""ES"", ""OTHER"", ""GB""]",402.3366667,0.805993056,71696,0.795,324.2805595343865,0.8359752735761724
1673359233746949,"[""ZA"", ""SA"", ""OM"", ""QA"", ""JO"", ""IQ"", ""PK"", ""KW"", ""LB"", ""EG""]",560.2994286,0.902409524,88710,0.796,505.619540660398,0.9555779179290596
7091528,"[""ES"", ""GB"", ""IE""]",216.34,0.728229167,58188,0.797,157.54509798878,0.7302945336194266
6685517,"[""MX"", ""UY"", ""CL"", ""AR"", ""CO"", ""EC"", ""PE"", ""BR""]",317.36,0.223020833,27532,0.797,70.77789156088001,0.6332012988240324
6217365,"[""ID""]",645.3875,0.438380208,31454,0.797,282.9251064906,0.7731482808079756
1701554233992194,"[""GB""]",237.79,0.667375,19196,0.797,158.69510125,0.7182649894056793
1693546002994177,"[""VN""]",253.7533333,0.847347222,72556,0.797,215.0171820449951,0.7900921306809121
2696598,"[""GB"", ""IE""]",257.5175,0.67478125,125840,0.797,173.76798054687498,0.723752764529956
1700711913253889,"[""BG""]",259.855,0.823020833,79839,0.798,213.866078559215,0.78299053141785
1688580837563393,"[""SA"", ""BH"", ""ZA"", ""QA"", ""JO"", ""IQ"", ""PK"", ""KW"", ""LB"", ""EG""]",671.0222222,0.787944444,28812,0.798,528.7282317830234,0.9438778541083154
1755154458300449,"[""FI""]",498.485,0.476848958,78096,0.798,237.70205282863,0.7437989838027361
7050108,"[""FR""]",300.64,0.209465278,1339234,0.799,62.97364117792,0.6293791330311551
7389679,"[""MX"", ""CO"", ""CL"", ""AR"", ""PE"", ""BR""]",456.54,0.765380208,92271,0.8,349.42668016032,0.8417904786359458
1526068,"[""KH""]",388.655,0.205260417,20818,0.8,79.77548736913499,0.6417921320420893
8272703,"[""GB"", ""DE"", ""IE""]",135.3364706,0.593078431,80328,0.8,80.26514164052564,0.6576399971008051
9370273,"[""US"", ""CA""]",516.23,0.836098958,99633,0.8,431.61936508834003,0.902276033036247
1773648874340369,"[""DE""]",176.275,0.686697917,37811,0.8,121.04767531917501,0.7036842769972541
1753012934144033,"[""DE""]",138.7527157,0.689973376,77566,0.8,95.7356796806972,0.6893726642171863
5518672,"[""RU""]",297.6,0.885791667,23523,0.8,263.6116000992,0.8293872582799395
1724376454408193,"[""SA"", ""OM"", ""BH"", ""QA"", ""JO"", ""IQ"", ""KW"", ""LB"", ""EG""]",220.9753846,0.804128205,90400,0.8,177.69253936758267,0.7600577591732256
1753333041068065,"[""ME""]",498.2325581,0.798244186,113969,0.801,397.71124277923224,0.8752445909866392
5570755,"[""ZA"", ""OM"", ""SA"", ""BH"", ""QA"", ""JO"", ""PK"", ""KW"", ""MA"", ""EG""]",481.71,0.800222222,74572,0.801,385.47504655962,0.8705263981429756
1771651753127953,"[""KZ""]",175.715,0.40628125,22940,0.801,71.38970984375,0.6368540541456723
2662691,"[""SA"", ""BH"", ""OM"", ""QA"", ""AE"", ""DZ"", ""JO"", ""IQ"", ""KW"", ""TN"", ""MA"", ""LB"", ""EG""]",271.6275,0.579661458,75374,0.801,157.451992682895,0.6961283112672286
9689106,"[""ID""]",428.2666667,0.961375,85182,0.802,411.72486669871245,0.9236661076322891
2677538,"[""FR""]",283.4875,0.536380208,53556,0.802,152.0570842154,0.6903168580145616
1764223632918545,"[""FI""]",261.5733333,0.587125,57807,0.803,153.5762433137625,0.697640192956084
1695548425347074,"[""TW""]",775.4675,0.847348958,93108,0.804,657.091578087865,0.9999999999999998
8310909,"[""VN""]",337.0,0.79046875,98095,0.804,266.38796875,0.7979770423660419
1690535787071490,"[""US"", ""CA""]",266.6586667,0.644538889,90118,0.804,171.8718807770393,0.706742613250634
3029927,"[""GB"", ""IE""]",0.0,0.0,0,0.805,0.0,0.5814910874853572
1714700309532674,"[""MX"", ""UY"", ""CL"", ""CO"", ""AR"", ""EC"", ""PE"", ""BR""]",276.056,0.728958333,106971,0.806,201.233321574648,0.7481462578296052
1759961674414082,"[""KZ""]",293.9354839,0.828580645,88819,0.806,243.54925283824912,0.8010459876063251
5181181,"[""TH""]",351.09,0.263958333,28720,0.806,92.67313113296998,0.6403952018947615
1578300,"[""IE"", ""FR""]",362.92,0.867927083,97895,0.806,314.98809696236003,0.8469107050914297
1708440532375554,"[""MX"", ""UY"", ""CO"", ""AR"", ""CL"", ""EC"", ""PE"", ""BR""]",415.5966667,0.791027778,40991,0.806,328.7485078039076,0.8313726914482154
1754488952438785,"[""DE""]",116.784,0.737644444,45470,0.806,86.145068748096,0.6998026901182545
1765413546049553,"[""KZ""]",148.41,0.479166667,26837,0.806,71.11312504947,0.6265719399097159
1733016321234945,"[""US"", ""CA""]",199.78,0.787758333,53215,0.807,157.37835976674,0.7496002397620279
5108027,"[""SA"", ""OM"", ""BH"", ""QA"", ""AE"", ""DZ"", ""JO"", ""IQ"", ""KW"", ""TN"", ""MA"", ""EG"", ""LB""]",269.89,0.701020833,101592,0.807,189.19851261837,0.7342185685802062
1962720,"[""PL""]",273.77,0.523791667,421162,0.807,143.39844467459,0.671812656494003
1714699813424130,"[""MX"", ""UY"", ""CL"", ""AR"", ""CO"", ""EC"", ""PE"", ""BR""]",348.09,0.805369792,59379,0.807,280.34117089728,0.8127603826963669
1971606,"[""MX"", ""CO"", ""CL"", ""AR"", ""PE"", ""BR""]",273.06,0.42075,16666,0.807,114.889995,0.6562442147388625
2658129,"[""SI"", ""GB"", ""IE""]",558.805,0.83428125,47756,0.807,466.2005339062499,0.9101318746107547
8252607,"[""TR"", ""GB"", ""IE""]",310.7575,0.791880208,114494,0.807,246.08271373756,0.7897513292298798
1726915520754690,"[""MX"", ""UY"", ""CO"", ""CL"", ""AR"", ""EC"", ""PE"", ""BR""]",156.48,0.54875,67962,0.809,85.8684,0.6389726107429768
1754531766565889,"[""BR""]",0.0,0.0,0,0.809,0.0,0.584380484193359
1704451210654721,"[""GB""]",327.435,0.697041667,38886,0.809,228.235838234145,0.7554025161222373
1668910975982598,"[""US"", ""CA""]",210.006,0.458429167,58385,0.81,96.272875645002,0.6437631095143048
5709106,"[""MX"", ""UY"", ""CO"", ""CL"", ""AR"", ""EC"", ""PE"", ""BR""]",448.426,0.771875,137360,0.81,346.12881875,0.8308049523433612
5252512,"[""SA"", ""OM"", ""BH"", ""QA"", ""AE"", ""DZ"", ""JO"", ""IQ"", ""KW"", ""TN"", ""MA"", ""LB"", ""EG""]",367.4,0.722194444,79518,0.811,265.33423872559996,0.7798801760078867
2502751,"[""SA"", ""OM"", ""BH"", ""QA"", ""AE"", ""DZ"", ""JO"", ""IQ"", ""KW"", ""TN"", ""MA"", ""LB"", ""EG""]",353.4875,0.752375,86786,0.811,265.95515781250003,0.7896163538324705
1711419252224001,"[""PH""]",208.538,0.868358333,125989,0.812,181.085710047154,0.7878145186721452
1755920005992482,"[""KR""]",300.176,0.723433333,102509,0.812,217.157324166608,0.7571756660823262
9329070,"[""TH""]",340.2333333,0.247986111,51115,0.812,84.37314115763381,0.6379603405476758
1772371860026370,"[""GB""]",253.17,0.770859375,106327,0.813,195.15846796875,0.7625506297511246
1755261161421826,"[""DE""]",175.605,0.515192708,60629,0.813,90.47041548834001,0.642091892303249
1767847119851538,"[""TW""]",776.7325,0.853260417,93152,0.813,662.7550968474525,1.0000000000000002
1716134837023746,"[""MX"", ""UY"", ""CO"", ""CL"", ""AR"", ""EC"", ""PE"", ""BR""]",181.315,0.815510417,47058,0.813,147.86427125835502,0.7582176227239565
1726039575798785,"[""US"", ""CA""]",226.1666667,0.728194444,60005,0.813,164.6933101089398,0.7341610046791691
8328881,"[""MY"", ""SG""]",323.3425,0.283442708,32644,0.814,91.64907381148998,0.6387744757467271
1760231832598577,"[""US""]",194.82,0.553340278,52351,0.814,107.80175295995998,0.6481470889895371
3250923,"[""VN""]",516.2633333,0.583965278,66955,0.815,301.47986095174116,0.7717324057329329
2619362,"[""ID""]",422.5,0.808194444,70096,0.815,341.46215258999996,0.8421024602987127
7767295,"[""BE"", ""NL""]",714.975,0.29009375,19122,0.816,207.40977890624998,0.7151778511268115
1811986,"[""ID""]",506.918,0.866354167,122544,0.818,439.170521627306,0.9053390670020057
1512827,"[""PH""]",221.055,0.160864583,35268,0.818,35.559920395065,0.6055485980845411
1672986668009478,"[""BY""]",386.3125,0.826109375,92423,0.818,319.1363779296875,0.8387799595734994
1752174568394754,"[""GB""]",421.1225806,0.781064516,86053,0.818,328.92390459301,0.8276701915254454
1710592,"[""SA"", ""OM"", ""BH"", ""QA"", ""DZ"", ""AE"", ""JO"", ""IQ"", ""KW"", ""TN"", ""MA"", ""LB"", ""EG""]",0.0,0.0,0,0.818,0.0,0.5849367537684311
1772589427457042,"[""TW""]",120.7575,0.787541667,90268,0.818,95.1015628527525,0.7251940051593185
1715242884561922,"[""MX"", ""UY"", ""CO"", ""CL"", ""AR"", ""EC"", ""PE"", ""BR""]",227.5325,0.832494792,92684,0.818,189.41962126074,0.7827848580303919
1693854687232002,"[""PT""]",367.74,0.771033333,109699,0.818,283.53979787742,0.8026474305864133
8970380,"[""ID""]",337.95,0.3018125,41460,0.82,101.99753437499999,0.6491468952351297
1695601582119937,"[""MX"", ""UY"", ""CO"", ""CL"", ""AR"", ""EC"", ""PE"", ""BR""]",377.6625,0.644895833,81809,0.82,243.5529725303625,0.7427700708609162
1714584384336897,"[""GB""]",232.7725,0.812869792,91216,0.821,189.21373365832,0.777379018291145
7597899,"[""MX"", ""CL"", ""AR"", ""CO"", ""EC"", ""PE"", ""BR""]",665.688,0.957083333,155321,0.821,637.1188897781041,0.9999999999999998
8250939,"[""MY"", ""ID""]",445.97,0.311833333,30073,0.822,139.06831151801,0.6750220492243287
2229067,"[""ID""]",376.31,0.673545833,119037,0.822,253.46203241623002,0.7489333551617956
1756413186738241,"[""TW""]",844.81,0.896091667,126024,0.823,757.02720119827,1.0
1729420416668674,"[""VN""]",277.5775,0.795411458,95901,0.824,220.788323982995,0.7461824242807215
8662606,"[""ID""]",437.1575,0.789109375,91541,0.825,344.96508160156253,0.7955418160696618
1769388556471314,"[""ID""]",466.81,0.8265625,91711,0.825,385.847640625,0.8256198374823923
6307635,"[""ID""]",211.7575,0.560375,41063,0.825,118.66360906249999,0.6238286097951803
1668911729787909,"[""US"", ""CA""]",290.27,0.726036458,82106,0.825,210.74660266366,0.718519870790704
1758321775497234,"[""KH""]",398.5175,1.114421875,96762,0.826,444.1166195703124,0.9520964734627925
1769302206223378,"[""IT""]",0.0,0.0,0,0.826,0.0,0.554353316936935
1771651728348161,"[""PH""]",0.0,0.0,0,0.826,0.0,0.554353316936935
1714699813677058,"[""MX"", ""UY"", ""CO"", ""CL"", ""AR"", ""EC"", ""PE"", ""BR""]",283.4675,0.747125,85404,0.826,211.7856559375,0.7267435124513567
1727932125144066,"[""GB""]",83.815,0.455229167,25197,0.827,38.155032632105,0.576527826716217
1753530,"[""IE"", ""FR""]",303.4475,0.580171875,73097,0.827,176.05170503906248,0.6566252979512215
1725613596949506,"[""VN""]",273.252,0.892345833,127231,0.829,243.83528355891602,0.7908775464120777
1695026525197314,"[""GB""]",236.1046154,0.644564103,89848,0.829,152.18455963946099,0.6669836742244372
1734413363948546,"[""ES""]",311.7470968,1.02233871,110232,0.829,318.71112478875716,0.8686389617401552
5328826,"[""NO"", ""DK"", ""SE"", ""GB"", ""IE""]",153.8175,0.812947917,25220,0.829,125.0456162231475,0.7188672707278421
1732439728831489,"[""FI""]",276.2366667,0.491583333,48644,0.83,135.79334131319612,0.6358611287711012
1755256243961858,"[""DE""]",0.0,0.0,0,0.83,0.0,0.5570378366315448
3980367,"[""IT""]",111.2025,0.419359375,20480,0.83,46.633810898437495,0.5839086654066604
1769237292544050,"[""DE""]",229.1175,0.617270833,74007,0.831,141.4275500798775,0.654549620418285
5229352,"[""ES"", ""GB"", ""IE""]",424.9175,0.567015625,95917,0.831,240.9348618359375,0.6974420044648396
7851571,"[""AU"", ""NZ""]",328.4775,0.400953125,79138,0.831,131.70408011718752,0.6323017155442033
1690120188411906,"[""GB""]",325.394,0.75115,104563,0.831,244.4197031,0.742920905913904
1729842322829314,"[""US"", ""CA""]",172.5033333,0.744541667,61756,0.832,128.43591933823862,0.6955331159379556
1729833018645505,"[""US"", ""CA""]",385.22,0.416108333,41445,0.832,160.29325203826002,0.6523439896381868
1739309378401282,"[""VN""]",367.01,0.863020833,95909,0.833,316.73727591933,0.8136999161008753
1692119757018113,"[""BY""]",302.76,0.690822917,82507,0.833,209.15354635091998,0.7089886858927904
1773648874340401,"[""ES""]",102.3146667,0.316755556,15576,0.833,32.40873913751319,0.577651311339265
1295012,"[""MX"", ""UY"", ""CL"", ""CO"", ""AR"", ""EC"", ""PE"", ""BR""]",572.6525,0.158380208,95192,0.833,90.69682206172,0.6091421105601856
1754509725670401,"[""TW""]",700.685,0.7389375,78658,0.834,517.7624221875,0.8663522890705503
6853731,"[""MX"", ""CL"", ""CO"", ""AR"", ""PT"", ""PE"", ""BR""]",419.2657143,0.608642857,61447,0.835,255.18308219369774,0.7102261113196039
1908685,"[""GB"", ""IT"", ""IE""]",346.12,0.823541667,87770,0.835,285.04424178204,0.787972617583837
1690681203885058,"[""GB""]",134.6,0.565270833,15910,0.835,76.0854541218,0.6139042286592165
8997707,"[""MX"", ""UY"", ""CO"", ""CL"", ""AR"", ""EC"", ""PE"", ""BR""]",853.35,0.5135,214530,0.835,438.195225,0.8177917757942182
1674009161491461,"[""BY""]",194.895,0.818192708,90604,0.835,159.46166782566002,0.7344257754200191
1725363401825281,"[""KZ""]",234.5522581,0.692473118,57172,0.835,162.42113350044775,0.6925520323309808
1695067179302914,"[""GB""]",205.85,0.742333333,14866,0.836,152.80931659805,0.7088502811991035
9188601,"[""MY"", ""SG""]",470.325,0.81015625,95814,0.836,381.03673828125,0.8226516729906204
8626002,"[""TH""]",548.998,0.889754167,126580,0.837,488.47325817466606,0.8939871162683485
9386075,"[""MY""]",463.01,0.688822917,113007,0.837,318.93189880016996,0.7536577224412226
1520799,"[""VN""]",413.44,0.665359375,93583,0.838,275.08618,0.7287300298997631
1727558445604865,"[""KZ""]",257.7775,0.725520833,78678,0.838,187.02294652865749,0.7147262896488632
1772379228620801,"[""IT""]",656.7791304,0.779014493,62778,0.839,511.6404612815369,0.8681208809442086
3139893,"[""TW""]",468.165,0.220166667,32100,0.839,103.074327656055,0.6231967508956758
1768117920687106,"[""DE""]",0.0,0.0,0,0.841,0.0,0.564420265791722
1170018,"[""GB"", ""IE""]",208.015,0.664322917,100846,0.841,138.18913157975499,0.6732325073368659
